Session ID	案例总数	PMID	年份	案例详情
3071f3fe-e786-4263-82dc-137407daee39	0	38556536	2024	无案例
3083845d-3260-4ada-afc8-11757ab2ba4f	1	31697969	2020	[{"case_id":"case_1","case_type":"animal","metal_type":"汞","metal_compound":"HgCl2","species":"西班牙蛞蝓","exposure_route":["食用受污染的生菜"],"exposure_dose":{"value":null,"unit":null},"is_fatal":false,"study_design":"研究了硒生物强化对受HgCl2和Idrija土壤中汞污染影响的食物链中汞的生物可利用性和毒性的影响。"}]
30b2f532-6190-4820-9d2f-da60cf2d4a5c	2	37672872	2023	[{"case_id":"case_1","case_type":"cell","metal_type":"镉","metal_compound":"Cd","species":"MRC-5和A549细胞系","exposure_route":["暴露"],"exposure_dose":{"value":25,"unit":"µM"},"is_fatal":false,"study_design":"比较了水飞蓟素纳米脂质体(SL-L)对镉(Cd)毒性在正常MRC-5和A549癌细胞中的作用。MRC-5和A549细胞分别暴露于25和0.25 µM的Cd，然后用不同非毒性SL-L浓度(2.5, 5, 10 µM)处理，测定细胞活性、活性氧(ROS)生成、凋亡以及裂解的PARP和caspase-3蛋白水平。"},{"case_id":"case_2","case_type":"cell","metal_type":"镉","metal_compound":"Cd","species":"A549细胞系","exposure_route":["暴露"],"exposure_dose":{"value":0.25,"unit":"µM"},"is_fatal":false,"study_design":"比较了水飞蓟素纳米脂质体(SL-L)对镉(Cd)毒性在正常MRC-5和A549癌细胞中的作用。MRC-5和A549细胞分别暴露于25和0.25 µM的Cd，然后用不同非毒性SL-L浓度(2.5, 5, 10 µM)处理，测定细胞活性、活性氧(ROS)生成、凋亡以及裂解的PARP和caspase-3蛋白水平。"}]
30dc7337-dab1-4f6c-802e-cc75da7ac54e	1	39276686	2024	[{"case_id":"case_001","case_type":"cell","metal_type":"汞","metal_compound":"Cinnabaris","species":"人类","exposure_route":["口服"],"exposure_dose":{"value":null,"unit":null},"is_fatal":false,"study_design":"评估了含有Cinnabaris的Shang-Ke-Jie-Gu片剂（SK）和不含Cinnabaris的Shang-Ke-Jie-Gu片剂（CFSK）的毒性，通过物理和行为测试、组织学检查、肠道吸收分析、肝脏代谢、血清代谢组学和肠道微生物群分析来研究Cinnabaris对Strychnos Semen（SS）诱导的神经毒性的解毒机制。"}]
30eec809-39e6-46c4-81bd-dd4adaea7139	1	35101591	2022	[{"case_id":"1","case_type":"human","metal_type":"砷","metal_compound":"Arsenic","species":"人类","exposure_route":["食物摄入"],"exposure_dose":{"value":"未指定","unit":"未指定"},"is_fatal":false,"study_design":"文献综述，探讨商业用钙碳化物（含砷等杂质）对人体健康潜在的毒性机制和长期影响，以及提出未来研究方向和替代方案。"}]
30f57414-481f-4864-8cf2-8d1e493f3c90	1	35821281	2022	[{"case_id":"case_001","case_type":"cell","metal_type":"砷","metal_compound":"arsenic","species":"hepatocytes","exposure_route":["exposure"],"exposure_dose":{"value":"low-dose","unit":"未指定"},"is_fatal":false,"study_design":"研究了去泛素化酶USP7通过促进HO-1去泛素化和稳定化在肝细胞中调节氧化应激的作用。使用低剂量砷作为应激模型，发现砷暴露后USP7与HO-1之间的相互作用增加，导致HO-1表达增强和氧化损伤减轻。"}]
310ae0c7-9e00-4f44-ad8a-32522e1f43b2	1			[{"case_id":"case_1","case_type":"human","metal_type":"铅","metal_compound":"未指定","species":"儿童","exposure_route":["血液"],"exposure_dose":{"value":"未指定","unit":"未指定"},"is_fatal":false,"study_design":"评估South Bend和St. Joseph County的铅筛查实践，涉及2005-2015年间18,526名儿童的铅筛查数据"}]
31111c36-a84a-44f7-a358-13e363aaf7b6	1			[{"case_id":"1","case_type":"animal","metal_type":"铅","metal_compound":"未指定","species":"小鼠","exposure_route":["未指定"],"exposure_dose":{"value":0.1,"unit":"未指定"},"is_fatal":false,"study_design":"研究了钙、铁、锌、菊花黄酮和DMSA联合给药对小鼠铅中毒治疗的效果。实验动物分为两组，一组为对照组，另一组暴露于铅。"}]
312cbcf9-1ca9-461b-89ab-68874b21e1a1	1	32731064	2020	[{"case_id":"case_1","case_type":"animal","metal_type":"铅","metal_compound":"Pb","species":"medaka fish (Oryzias latipes)","exposure_route":["whole-sediment exposure","pore-water exposure","overlying-water exposure"],"exposure_dose":{"value":"环境相关浓度","unit":"未提供具体数值"},"is_fatal":true,"study_design":"使用Chelex-100树脂检测系统和沉积物毒性评估与medaka鱼胚胎-幼虫阶段来评估沉积物中铅污染对鱼类的生物可利用性和毒性。"}]
314b04ef-0d3f-4016-9f77-159dfd083902	2			[{"case_id":"case_1","case_type":"cell","metal_type":"selenium","metal_compound":"未指定","species":"Caco-2","exposure_route":["in vitro gastrointestinal digestion"],"exposure_dose":{"value":"未指定","unit":"未指定"},"is_fatal":false,"study_design":"跟踪加工鱼制品及其原料中汞和硒的总量和形态变化，计算Se:Hg摩尔比和硒健康效益值(HBV(Se))，评估硒的生物可利用性"},{"case_id":"case_2","case_type":"cell","metal_type":"mercury","metal_compound":"未指定","species":"Caco-2","exposure_route":["in vitro gastrointestinal digestion"],"exposure_dose":{"value":"未指定","unit":"未指定"},"is_fatal":false,"study_design":"跟踪加工鱼制品及其原料中汞和硒的总量和形态变化，计算Se:Hg摩尔比和硒健康效益值(HBV(Se))，评估汞的生物可利用性"}]
31598f52-4959-44d9-b74f-7c7ec77592de	1	37962051	2024	[{"case_id":"case_1","case_type":"human","metal_type":"砷","metal_compound":"arsenite/arsenate/As2O3/NaAsO2","species":"人类","exposure_route":["自然地质来源","工业过程","饮用水污染"],"exposure_dose":{"value":null,"unit":null},"is_fatal":false,"study_design":"综述了砷暴露导致的神经退行性和感染性疾病的分子机制"}]
316eacc2-20a6-4abb-abf6-20eaa375780d	3	36231427	2022	[{"case_id":"case_1","case_type":"human","metal_type":"砷","metal_compound":"未指定","species":"人类","exposure_route":["饮食"],"exposure_dose":{"value":162,"unit":"g/人/天"},"is_fatal":false,"study_design":"分析Hassawi Brown Rice中的有毒金属含量，并评估通过烹饪过程中金属含量的变化以及对人体健康的风险。"},{"case_id":"case_2","case_type":"human","metal_type":"铅","metal_compound":"未指定","species":"人类","exposure_route":["饮食"],"exposure_dose":{"value":"超过最大允许限量","unit":"未指定"},"is_fatal":false,"study_design":"分析Hassawi Brown Rice中的有毒金属含量，并评估通过烹饪过程中金属含量的变化以及对人体健康的风险。"},{"case_id":"case_3","case_type":"human","metal_type":"镉","metal_compound":"未指定","species":"人类","exposure_route":["饮食"],"exposure_dose":{"value":"接近最大允许限量","unit":"未指定"},"is_fatal":false,"study_design":"分析Hassawi Brown Rice中的有毒金属含量，并评估通过烹饪过程中金属含量的变化以及对人体健康的风险。"}]
318b05ec-6fa9-4403-9709-54f46e114bf4	3			[{"case_id":"case_1","case_type":"animal","metal_type":"锌","metal_compound":"Zn","species":"Ceriodaphnia dubia","exposure_route":["急性暴露"],"exposure_dose":{"value":3790,"unit":"µg/L"},"is_fatal":false,"study_design":"1-48小时暴露后转移到清洁水中观察47小时"},{"case_id":"case_2","case_type":"animal","metal_type":"锌","metal_compound":"Zn","species":"Ceriodaphnia dubia","exposure_route":["急性暴露"],"exposure_dose":{"value":114,"unit":"µg/L"},"is_fatal":true,"study_design":"1小时暴露后转移到清洁水中观察48小时，最终导致70%死亡率"},{"case_id":"case_3","case_type":"animal","metal_type":"锌","metal_compound":"Zn","species":"Oncorhynchus mykiss","exposure_route":["急性暴露"],"exposure_dose":{"value":3790,"unit":"µg/L"},"is_fatal":false,"study_design":"1-96小时暴露后转移到清洁水中观察95小时"}]
31926db8-c35c-4f12-bd79-1714d6545ec1	1	35402611	2022	[{"case_id":"1","case_type":"animal","metal_type":"砷","metal_compound":"As","species":"SD大鼠","exposure_route":["feeding"],"exposure_dose":{"value":null,"unit":null},"is_fatal":false,"study_design":"通过饲料方式建立SD大鼠砷中毒模型，研究砷暴露对肝纤维化的影响，并应用Dictyophora polysaccharides (DIP)治疗砷诱导的肝纤维化，观察血清生化指标和肝组织病理变化，测定纤维化相关蛋白TGF-β1、CTGF和α-SMA水平，探讨DIP干预功能。"}]
31acc191-cd6b-4cc2-aff4-f65c15836bf0	0	31277025	2019	无案例
31e0791e-05ba-4605-83a7-14ac5e2476d6	1			[{"case_id":"case_1","case_type":"human","metal_type":"铅","metal_compound":"未指定","species":"人","exposure_route":["未知"],"exposure_dose":{"value":"未指定","unit":"未指定"},"is_fatal":false,"study_design":"描述了英格兰2014至2022年间16岁以下儿童血铅浓度升高的公共卫生调查情况，包括人口统计学、可能的暴露环境和铅暴露源、风险行为、公共卫生调查和结果。"}]
31ed4cd4-6b05-4563-a002-a7fb9d4f750a	1	30766882	2019	[{"case_id":"case_001","case_type":"animal","metal_type":"铅","metal_compound":"lead acetate","species":"guinea pig","exposure_route":["drinking water"],"exposure_dose":{"value":2,"unit":"mmol/L"},"is_fatal":false,"study_design":"40 adult guinea pigs with normal hearing were randomly divided into five groups and exposed to lead acetate in drinking water for 0, 15, 30, 60, and 90 days respectively."}]
31f63c9a-0ad3-4c6c-a321-8e5e1f0d2d00	1	39675544	2025	[{"case_id":"case_1","case_type":"cell","metal_type":"砷","metal_compound":"sodium arsenite","species":"human keratinocyte HaCaT cells","exposure_route":["exposure"],"exposure_dose":{"value":1,"unit":"μM"},"is_fatal":false,"study_design":"Exposure of HaCaT cells to 1 μM sodium arsenite for 50 generations to create a cell model of arsenic carcinogenesis (HaCaT-T)"}]
3240bbb2-d075-48f7-b4af-7ceaf873e407	1	32560430	2020	[{"case_id":"case_001","case_type":"animal","metal_type":"铅","metal_compound":"Pb","species":"小鼠","exposure_route":["口服"],"exposure_dose":{"value":null,"unit":null},"is_fatal":false,"study_design":"研究Gastrodin对铅诱导的小鼠脑损伤的保护效果及其潜在机制，包括神经行为学、神经炎症、神经细胞凋亡和抗氧化应激等。"}]
3254b3ce-26ac-4e08-a199-b5a015685f4e	6	36087721	2022	[{"case_id":"case_1","case_type":"animal","metal_type":"砷","metal_compound":"Sodium arsenite (NaAsO2)","species":"大鼠","exposure_route":["饮水"],"exposure_dose":{"value":0,"unit":"mg/L"},"is_fatal":false,"study_design":"大鼠模型，通过饮水方式从怀孕前至出生后90天暴露于砷和/或氟化物。"},{"case_id":"case_2","case_type":"animal","metal_type":"砷","metal_compound":"Sodium arsenite (NaAsO2)","species":"大鼠","exposure_route":["饮水"],"exposure_dose":{"value":35,"unit":"mg/L"},"is_fatal":false,"study_design":"大鼠模型，通过饮水方式从怀孕前至出生后90天暴露于砷和/或氟化物。"},{"case_id":"case_3","case_type":"animal","metal_type":"砷","metal_compound":"Sodium arsenite (NaAsO2)","species":"大鼠","exposure_route":["饮水"],"exposure_dose":{"value":70,"unit":"mg/L"},"is_fatal":false,"study_design":"大鼠模型，通过饮水方式从怀孕前至出生后90天暴露于砷和/或氟化物。"},{"case_id":"case_4","case_type":"animal","metal_type":"氟","metal_compound":"Sodium fluoride (NaF)","species":"大鼠","exposure_route":["饮水"],"exposure_dose":{"value":0,"unit":"mg/L"},"is_fatal":false,"study_design":"大鼠模型，通过饮水方式从怀孕前至出生后90天暴露于砷和/或氟化物。"},{"case_id":"case_5","case_type":"animal","metal_type":"氟","metal_compound":"Sodium fluoride (NaF)","species":"大鼠","exposure_route":["饮水"],"exposure_dose":{"value":50,"unit":"mg/L"},"is_fatal":false,"study_design":"大鼠模型，通过饮水方式从怀孕前至出生后90天暴露于砷和/或氟化物。"},{"case_id":"case_6","case_type":"animal","metal_type":"氟","metal_compound":"Sodium fluoride (NaF)","species":"大鼠","exposure_route":["饮水"],"exposure_dose":{"value":100,"unit":"mg/L"},"is_fatal":false,"study_design":"大鼠模型，通过饮水方式从怀孕前至出生后90天暴露于砷和/或氟化物。"}]
325b310a-68ab-4bc1-aaaa-b47bead619fc	1			[{"case_id":"case_1","case_type":"animal","metal_type":"汞","metal_compound":"methylmercury","species":"Bluegill (Lepomis macrochirus), Smallmouth Bass (Micropterus dolomieu)","exposure_route":["water"],"exposure_dose":{"value":null,"unit":null},"is_fatal":false,"study_design":"Examine the magnitude and timing of MeHg uptake across trophic guilds relative to the reservoir stratification status using biweekly mercury data from water, zooplankton, and fish."}]
32737ba1-8bbf-4a4b-a8b5-5296fe16cd87	2	34785721	2021	[{"case_id":"1","case_type":"human","metal_type":"chromium","metal_compound":"","species":"human","exposure_route":["oral"],"exposure_dose":{"value":"","unit":""},"is_fatal":false,"study_design":"Analysis of excised tumor fragments from oral squamous cell carcinoma (OSCC) patients for trace elements and protein expression related to oxidative stress and DNA repair."},{"case_id":"2","case_type":"human","metal_type":"chlorine","metal_compound":"","species":"human","exposure_route":["oral"],"exposure_dose":{"value":"","unit":""},"is_fatal":false,"study_design":"Analysis of excised tumor fragments from oral squamous cell carcinoma (OSCC) patients for trace elements and protein expression related to oxidative stress and DNA repair."}]
32a07478-d968-4c88-b7ad-11323c3a63fb	1			[{"case_id":"case_1","case_type":"human","metal_type":"铅","metal_compound":"lead","species":"人","exposure_route":["take-home exposure"],"exposure_dose":{"value":null,"unit":null},"is_fatal":false,"study_design":"开发和评估两个教育课程，针对建筑工人及其家庭的带回家铅暴露预防。"}]
32bdf045-d87b-4253-82b4-ebd07832b813	1	33881010	2021	[{"case_id":"case_1","case_type":"human","metal_type":"铅","metal_compound":"未指定","species":"人类","exposure_route":["口服"],"exposure_dose":{"value":102,"unit":"μg/dL"},"is_fatal":false,"study_design":"病例报告"}]
32ccd601-2008-42ff-98a6-53b215a196ad	1	39675543	2025	[{"case_id":"case_0001","case_type":"animal","metal_type":"砷","metal_compound":"未指定","species":"小鼠","exposure_route":["注射"],"exposure_dose":{"value":20,"unit":"mg/kg"},"is_fatal":false,"study_design":"使用链脲佐菌素(STZ)作为诱导剂，与不同剂量的砷联合使用，以确定砷是否增强STZ的效果，加速1型糖尿病的发病和进展。"}]
32eb2e11-f806-48f9-97be-4a5cdc42df88	4			[{"case_id":"case_1","case_type":"human","metal_type":"铅","metal_compound":"Pb","species":"人","exposure_route":["血液输注"],"exposure_dose":{"value":136,"unit":"µg/L"},"is_fatal":false,"study_design":"测定不同血液产品单位（全血、浓缩红细胞、血小板和血浆）中的血铅水平，并估计高血铅水平单位的比例。"},{"case_id":"case_2","case_type":"human","metal_type":"铅","metal_compound":"Pb","species":"人","exposure_route":["血液输注"],"exposure_dose":{"value":199,"unit":"µg/L"},"is_fatal":false,"study_design":"测定不同血液产品单位（全血、浓缩红细胞、血小板和血浆）中的血铅水平，并估计高血铅水平单位的比例。"},{"case_id":"case_3","case_type":"human","metal_type":"铅","metal_compound":"Pb","species":"人","exposure_route":["血液输注"],"exposure_dose":{"value":108,"unit":"µg/L"},"is_fatal":false,"study_design":"测定不同血液产品单位（全血、浓缩红细胞、血小板和血浆）中的血铅水平，并估计高血铅水平单位的比例。"},{"case_id":"case_4","case_type":"human","metal_type":"铅","metal_compound":"Pb","species":"人","exposure_route":["血液输注"],"exposure_dose":{"value":130,"unit":"µg/L"},"is_fatal":false,"study_design":"测定不同血液产品单位（全血、浓缩红细胞、血小板和血浆）中的血铅水平，并估计高血铅水平单位的比例。"}]
331c3d70-1662-45a2-8494-3b48ab385b1a	2	31884211	2020	[{"case_id":"case_001","case_type":"animal","metal_type":"铬","metal_compound":"K2Cr2O7","species":"大鼠","exposure_route":["吸入"],"exposure_dose":{"value":null,"unit":null},"is_fatal":false,"study_design":"35天铬诱导的大鼠肺损伤模型"},{"case_id":"case_002","case_type":"cell","metal_type":"铬","metal_compound":"K2Cr2O7","species":"小鼠肺泡II型上皮细胞系(MLE-12)","exposure_route":["体外暴露"],"exposure_dose":{"value":null,"unit":null},"is_fatal":false,"study_design":"体外细胞实验"}]
33238aae-e1a9-48e5-bc73-0b83b89ab1ae	0	37328090	2023	无案例
3327b554-f56f-4c6d-90a1-eeaa40ab985a	1	33757840	2021	[{"case_id":"case_001","case_type":"animal","metal_type":"铬","metal_compound":"Cr(VI)","species":"ICR mice","exposure_route":["intragastric administration"],"exposure_dose":{"value":"未提供具体数值","unit":"未提供单位"},"is_fatal":false,"study_design":"32只ICR小鼠通过每日胃内给药的方式暴露于Cr(VI)，持续5天，使用Western blot分析、酶联免疫吸附试验(ELISA)、免疫组织化学(IHC)染色和免疫荧光(IF)染色来检测小肠损伤、Nrf2、Notch1及其下游靶标。"}]
332b842d-da52-48b6-92cf-e1b763b3171c	4	36272485	2023	[{"case_id":"1","case_type":"human","metal_type":"铬/Chromium/Cr","metal_compound":"未提供","species":"人类","exposure_route":["饮食"],"exposure_dose":{"value":"0.08-0.47","unit":"mg/kg"},"is_fatal":false,"study_design":"评估山东省五个主要生姜产区土壤中铬、铅、镉和砷的污染水平、生物可利用性、迁移评估和健康风险"},{"case_id":"2","case_type":"human","metal_type":"铅/Lead/Pb","metal_compound":"未提供","species":"人类","exposure_route":["饮食"],"exposure_dose":{"value":"0.03-0.16","unit":"mg/kg"},"is_fatal":false,"study_design":"评估山东省五个主要生姜产区土壤中铬、铅、镉和砷的污染水平、生物可利用性、迁移评估和健康风险"},{"case_id":"3","case_type":"human","metal_type":"镉/Cadmium/Cd","metal_compound":"未提供","species":"人类","exposure_route":["饮食"],"exposure_dose":{"value":"0.002-0.03","unit":"mg/kg"},"is_fatal":false,"study_design":"评估山东省五个主要生姜产区土壤中铬、铅、镉和砷的污染水平、生物可利用性、迁移评估和健康风险"},{"case_id":"4","case_type":"human","metal_type":"砷/Arsenic/As","metal_compound":"未提供","species":"人类","exposure_route":["饮食"],"exposure_dose":{"value":"0.006-0.028","unit":"mg/kg"},"is_fatal":false,"study_design":"评估山东省五个主要生姜产区土壤中铬、铅、镉和砷的污染水平、生物可利用性、迁移评估和健康风险"}]
332ec298-b485-4c78-b9f8-81e51eff050e	1			[{"case_id":"case_1","case_type":"cell","metal_type":"汞","metal_compound":"Mercury Chloride","species":"human","exposure_route":["incubation"],"exposure_dose":{"value":10,"unit":"µM"},"is_fatal":false,"study_design":"Investigated the potential protective effects of hydroxytyrosol (HT) and/or homovanillyl alcohol (HVA) on human RBCs treated with HgCl2."}]
334ba824-0b07-4972-bc01-fc1305a47745	2	37146930	2023	[{"case_id":"case_001","case_type":"animal","metal_type":"铬","metal_compound":"Cr(VI)","species":"小鼠","exposure_route":["皮肤暴露"],"exposure_dose":{"value":null,"unit":null},"is_fatal":false,"study_design":"研究了小鼠暴露于Cr(VI)后的皮肤损伤情况，包括皮肤退化、出血以及胶原纤维层厚度减少。"},{"case_id":"case_002","case_type":"cell","metal_type":"铬","metal_compound":"Cr(VI)","species":"HaCaT细胞","exposure_route":["体外处理"],"exposure_dose":{"value":null,"unit":null},"is_fatal":false,"study_design":"体外实验显示Cr(VI)处理降低了HaCaT细胞活性，改变了细胞形态，并增加了LDH分泌。"}]
33531e62-b75e-4047-8057-ebffc8cf2483	2	36907090	2023	[{"case_id":"case_001","case_type":"animal","metal_type":"砷","metal_compound":"NaAsO2","species":"大鼠","exposure_route":["暴露途径未明确"],"exposure_dose":{"value":null,"unit":null},"is_fatal":true,"study_design":"研究了砷诱导的氧化应激、SESTRIN2/AMPK/ULK1通路激活、溶酶体功能障碍以及在大鼠和原代肝细胞中诱导坏死的过程。"},{"case_id":"case_002","case_type":"cell","metal_type":"砷","metal_compound":"NaAsO2","species":"原代肝细胞","exposure_route":["暴露途径未明确"],"exposure_dose":{"value":null,"unit":null},"is_fatal":true,"study_design":"研究了砷诱导的氧化应激、SESTRIN2/AMPK/ULK1通路激活、溶酶体功能障碍以及在大鼠和原代肝细胞中诱导坏死的过程。"}]
335d3767-6448-4d7e-894b-ef3c661195dd	2			[{"case_id":"1","case_type":"animal","metal_type":"镉/Cadmium","metal_compound":"Cd","species":"小鼠","exposure_route":["土壤暴露"],"exposure_dose":{"value":2.5,"unit":"M CaCl2"},"is_fatal":false,"study_design":"研究了湿干和冻融老化对受污染土壤中镉和铅的生物有效性（0.01 M CaCl2可提取）和化学分级的影响，这些土壤被添加了具有对比特性的粪便和植物生物炭。"},{"case_id":"2","case_type":"animal","metal_type":"铅/Lead","metal_compound":"Pb","species":"小鼠","exposure_route":["土壤暴露"],"exposure_dose":{"value":2.5,"unit":"M CaCl2"},"is_fatal":false,"study_design":"研究了湿干和冻融老化对受污染土壤中镉和铅的生物有效性（0.01 M CaCl2可提取）和化学分级的影响，这些土壤被添加了具有对比特性的粪便和植物生物炭。"}]
335ed2fa-0ddb-4363-9ece-67bf8e861014	1	31376803	2019	[{"case_id":"1","case_type":"animal","metal_type":"汞","metal_compound":"未指定","species":"牡蛎（Crassostrea rhizophorae）","exposure_route":["环境暴露"],"exposure_dose":{"value":"未指定","unit":"未指定"},"is_fatal":false,"study_design":"评估汞在红树林土壤和生物中的生物可利用性，包括红树林植物（Rhizophora mangle 和 Laguncularia racemosa）和水生生物（牡蛎）"}]
3378dc93-3020-42bc-b419-e4078fa1af9a	1	33993091	2021	[{"case_id":"case_001","case_type":"animal","metal_type":"铅","metal_compound":"Pb","species":"Cyprinus carpio","exposure_route":["waterborne"],"exposure_dose":{"value":1,"unit":"mg L(-1)"},"is_fatal":false,"study_design":"实验分为对照组、仅铅暴露组、铅+姜黄素组和仅姜黄素组，铅暴露组暴露于1 mg L(-1)的铅，姜黄素组饲喂含有15 g kg(-1)姜黄素的基础饲料。"}]
338ff2ff-eaa4-4eff-b6ce-ff3e680a8aca	1	37105618	2023	[{"case_id":"1","case_type":"animal","metal_type":"砷","metal_compound":"sodium arsenite","species":"mice","exposure_route":["oral"],"exposure_dose":{"value":null,"unit":null},"is_fatal":false,"study_design":"Investigated the antioxidant, anti-inflammatory, and molecular mechanism of citicoline against sodium arsenite-induced hepatotoxicity and glucose intolerance in mice."}]
33a59ba2-739b-4d53-8dd3-9efcf0f2a655	4	32950716	2020	[{"case_id":"case_1","case_type":"animal","metal_type":"copper","metal_compound":"Cu","species":"Lycosa terrestris","exposure_route":["soil","food"],"exposure_dose":{"value":null,"unit":null},"is_fatal":false,"study_design":"Exposure to single and binary mixture of copper and lead for 10, 20, and 40 days."},{"case_id":"case_2","case_type":"animal","metal_type":"lead","metal_compound":"Pb","species":"Lycosa terrestris","exposure_route":["soil","food"],"exposure_dose":{"value":null,"unit":null},"is_fatal":false,"study_design":"Exposure to single and binary mixture of copper and lead for 10, 20, and 40 days."},{"case_id":"case_3","case_type":"animal","metal_type":"copper","metal_compound":"Cu","species":"Pardosa birmanica","exposure_route":["soil","food"],"exposure_dose":{"value":null,"unit":null},"is_fatal":false,"study_design":"Exposure to single and binary mixture of copper and lead for 10, 20, and 40 days."},{"case_id":"case_4","case_type":"animal","metal_type":"lead","metal_compound":"Pb","species":"Pardosa birmanica","exposure_route":["soil","food"],"exposure_dose":{"value":null,"unit":null},"is_fatal":false,"study_design":"Exposure to single and binary mixture of copper and lead for 10, 20, and 40 days."}]
33a856bb-835e-4c75-af15-0afceeacdb4e	2	33691593	2021	[{"case_id":"case_1","case_type":"animal","metal_type":"Cadmium","metal_compound":"Cd","species":"Leccinum scabrum","exposure_route":["soil"],"exposure_dose":{"value":5.6,"unit":"mg kg(-1)dm"},"is_fatal":false,"study_design":"Comparative study of element concentrations in mushroom fruitbodies and topsoil concentrations."},{"case_id":"case_2","case_type":"animal","metal_type":"Lead","metal_compound":"Pb","species":"Leccinum scabrum","exposure_route":["soil"],"exposure_dose":{"value":0.79,"unit":"mg kg(-1)dm"},"is_fatal":false,"study_design":"Comparative study of element concentrations in mushroom fruitbodies and topsoil concentrations."}]
33b38231-25f9-417d-8bda-29eddc00ea8a	0	38430347	2024	无案例
33dc81cb-6d3c-4cc1-a526-e6d31969750a	4	36621131	2023	[{"case_id":"1","case_type":"human","metal_type":"镉","metal_compound":"Cd","species":"人类","exposure_route":["食用牡蛎"],"exposure_dose":{"value":5.5,"unit":"mg/kg dry weight"},"is_fatal":false,"study_design":"全国性数据集重新编译，评估中国沿海地区牡蛎中镉、铜、铅和锌的污染水平和健康风险。"},{"case_id":"2","case_type":"human","metal_type":"铜","metal_compound":"Cu","species":"人类","exposure_route":["食用牡蛎"],"exposure_dose":{"value":335,"unit":"mg/kg dry weight"},"is_fatal":false,"study_design":"全国性数据集重新编译，评估中国沿海地区牡蛎中镉、铜、铅和锌的污染水平和健康风险。"},{"case_id":"3","case_type":"human","metal_type":"铅","metal_compound":"Pb","species":"人类","exposure_route":["食用牡蛎"],"exposure_dose":{"value":1.3,"unit":"mg/kg dry weight"},"is_fatal":false,"study_design":"全国性数据集重新编译，评估中国沿海地区牡蛎中镉、铜、铅和锌的污染水平和健康风险。"},{"case_id":"4","case_type":"human","metal_type":"锌","metal_compound":"Zn","species":"人类","exposure_route":["食用牡蛎"],"exposure_dose":{"value":1280,"unit":"mg/kg dry weight"},"is_fatal":false,"study_design":"全国性数据集重新编译，评估中国沿海地区牡蛎中镉、铜、铅和锌的污染水平和健康风险。"}]
33df38eb-1ab6-4b70-9557-6b9353aa788d	2	34747829	2021	[{"case_id":"case_1","case_type":"human","metal_type":"铅","metal_compound":"铅","species":"人类","exposure_route":["口服"],"exposure_dose":{"value":"长期","unit":"无具体数值"},"is_fatal":false,"study_design":"描述了一名54岁女性因长期摄入含有铅的阿育吠陀药物而出现急性脑病症状的案例，包括急性混乱状态和记忆障碍，以及腹痛。MRI显示对称的基底节和皮层信号变化和水肿，血液中铅水平显著升高。患者对口服青霉胺的螯合治疗有反应，临床和放射学上完全恢复。"},{"case_id":"case_2","case_type":"human","metal_type":"铅","metal_compound":"铅","species":"人类","exposure_route":["口服"],"exposure_dose":{"value":"长期","unit":"无具体数值"},"is_fatal":true,"study_design":"描述了一名45岁女性因长期摄入含有铅的阿育吠陀药物而出现头痛和意识迅速恶化，最终导致昏迷和死亡的案例。MRI显示弥漫性脑水肿和基底节信号变化，血液中铅水平升高。"}]
34045719-780c-4a93-95aa-e05ce609dd3f	1	37906532	2024	[{"case_id":"case_1","case_type":"animal","metal_type":"砷","metal_compound":"Arsenic","species":"大鼠","exposure_route":["口服"],"exposure_dose":{"value":5,"unit":"mg/kg body weight"},"is_fatal":false,"study_design":"实验分为四组，每组八只大鼠。1组为正常对照组；2组为砷处理组（5 mg/kg体重）；3组为SFN+As处理组（80 mg/kg体重+5 mg/kg体重）；4组为仅SFN处理组（80 mg/kg体重）。实验持续4周，28天时，所有大鼠禁食过夜后通过颈椎脱位处死。"}]
340cc0a1-29be-480a-ad45-c2e2683100ea	2	36192614	2023	[{"case_id":"case_1","case_type":"cell","metal_type":"砷","metal_compound":"arsenic trioxide (ATO)","species":"HepG2","exposure_route":["in vitro"],"exposure_dose":{"value":null,"unit":null},"is_fatal":true,"study_design":"评估砷化合物与草药化合物联合对肝癌细胞系HepG2的抗癌活性，通过抑制端粒酶活性诱导细胞凋亡。"},{"case_id":"case_2","case_type":"cell","metal_type":"砷","metal_compound":"arsenic trioxide (ATO)","species":"Wrl-68","exposure_route":["in vitro"],"exposure_dose":{"value":null,"unit":null},"is_fatal":false,"study_design":"评估砷化合物与草药化合物联合对正常肝细胞系Wrl-68的抗癌活性，通过抑制端粒酶活性诱导细胞凋亡。"}]
342e6ea7-ea9b-4354-a535-984ae6ed14bc	1	35278445	2022	[{"case_id":"case_1","case_type":"human","metal_type":"砷","metal_compound":"arsenite/arsenate/As2O3/NaAsO2","species":"人类","exposure_route":["饮用水"],"exposure_dose":{"value":10.1,"unit":"μg/L"},"is_fatal":false,"study_design":"探索性研究，旨在研究暴露于砷的个体血清中periostin水平与哮喘特征之间的关联"}]
